exchange,instrumenttype,name,segment,symbol,symboltoken
NFO,OPTSTK,JINDALSTEL,NFO,JINDALSTEL28OCT25960CE,100085
NFO,OPTSTK,JINDALSTEL,NFO,JINDALSTEL28OCT251000PE,100090
NFO,OPTSTK,JINDALSTEL,NFO,JINDALSTEL28OCT251040PE,100096
NFO,OPTSTK,JINDALSTEL,NFO,JINDALSTEL28OCT251120CE,100103
NFO,OPTSTK,JIOFIN,NFO,JIOFIN30SEP25315CE,100156
NFO,OPTSTK,JIOFIN,NFO,JIOFIN30SEP25325CE,100159
NFO,OPTSTK,JIOFIN,NFO,JIOFIN30SEP25325PE,100160
NFO,OPTSTK,LTF,NFO,LTF25NOV25225CE,100180
NFO,OPTSTK,JIOFIN,NFO,JIOFIN28OCT25290PE,100241
NFO,OPTSTK,JIOFIN,NFO,JIOFIN28OCT25300CE,100242
NFO,OPTSTK,JIOFIN,NFO,JIOFIN28OCT25300PE,100243
NFO,OPTSTK,JIOFIN,NFO,JIOFIN28OCT25330PE,100249
NFO,OPTSTK,JSWENERGY,NFO,JSWENERGY30SEP25530CE,100309
NFO,OPTSTK,LTIM,NFO,LTIM25NOV254600CE,100333
NFO,OPTSTK,JSWENERGY,NFO,JSWENERGY30SEP25570PE,100354
NFO,OPTSTK,JSWENERGY,NFO,JSWENERGY28OCT25400PE,100421
NFO,OPTSTK,JSWENERGY,NFO,JSWENERGY28OCT25420CE,100422
NFO,OPTSTK,JSWENERGY,NFO,JSWENERGY28OCT25520CE,100446
NFO,OPTSTK,JSWSTEEL,NFO,JSWSTEEL30SEP25930PE,100506
NFO,OPTSTK,JSWSTEEL,NFO,JSWSTEEL30SEP251010CE,100516
NFO,OPTSTK,LUPIN,NFO,LUPIN28OCT251740PE,100531
NFO,OPTSTK,JSWSTEEL,NFO,JSWSTEEL30SEP251070PE,100532
NFO,OPTSTK,JSWSTEEL,NFO,JSWSTEEL30SEP251090CE,100533
NFO,OPTSTK,LUPIN,NFO,LUPIN28OCT252100CE,100572
NFO,OPTSTK,LUPIN,NFO,LUPIN25NOV251720CE,100633
NFO,OPTSTK,LUPIN,NFO,LUPIN25NOV251760CE,100635
NFO,OPTSTK,LUPIN,NFO,LUPIN25NOV251760PE,100636
NFO,OPTSTK,LUPIN,NFO,LUPIN25NOV251800CE,100637
NFO,OPTSTK,IOC,NFO,IOC30SEP25122PE,100638
NFO,OPTSTK,LUPIN,NFO,LUPIN25NOV251880CE,100643
NFO,OPTSTK,IOC,NFO,IOC30SEP25147CE,100665
NFO,OPTSTK,LUPIN,NFO,LUPIN25NOV252040PE,100688
NFO,OPTSTK,LUPIN,NFO,LUPIN25NOV252240CE,100698
NFO,OPTSTK,JSWSTEEL,NFO,JSWSTEEL28OCT25900PE,100777
NFO,OPTSTK,M&M,NFO,M&M28OCT253050PE,100809
NFO,OPTSTK,M&M,NFO,M&M28OCT253150CE,100811
NFO,OPTSTK,M&M,NFO,M&M25NOV252800CE,100857
NFO,OPTSTK,M&M,NFO,M&M25NOV252900CE,100859
NFO,OPTSTK,M&M,NFO,M&M25NOV253000PE,100862
NFO,OPTSTK,M&M,NFO,M&M25NOV253100PE,100864
NFO,OPTSTK,M&M,NFO,M&M25NOV253300CE,100867
NFO,OPTSTK,M&M,NFO,M&M25NOV253400CE,100869
NFO,OPTSTK,M&M,NFO,M&M25NOV253600CE,100873
NFO,OPTSTK,MANAPPURAM,NFO,MANAPPURAM28OCT25285PE,100968
NFO,OPTSTK,MANAPPURAM,NFO,MANAPPURAM28OCT25305CE,100971
NFO,OPTSTK,MANAPPURAM,NFO,MANAPPURAM25NOV25220CE,101001
NFO,OPTSTK,MANAPPURAM,NFO,MANAPPURAM25NOV25230CE,101003
NFO,OPTSTK,JSWSTEEL,NFO,JSWSTEEL28OCT251020PE,101014
NFO,OPTSTK,JSWSTEEL,NFO,JSWSTEEL28OCT251180PE,101033
NFO,OPTSTK,MANAPPURAM,NFO,MANAPPURAM25NOV25290CE,101073
NFO,OPTSTK,MANAPPURAM,NFO,MANAPPURAM25NOV25290PE,101074
NFO,OPTSTK,MANAPPURAM,NFO,MANAPPURAM25NOV25300CE,101084
NFO,OPTSTK,MANKIND,NFO,MANKIND28OCT252250CE,101144
NFO,OPTSTK,MANKIND,NFO,MANKIND28OCT252250PE,101145
NFO,OPTSTK,MANKIND,NFO,MANKIND28OCT252350PE,101147
NFO,OPTSTK,IRCTC,NFO,IRCTC30SEP25600PE,101201
NFO,OPTSTK,MANKIND,NFO,MANKIND25NOV252600PE,101202
NFO,OPTSTK,MANKIND,NFO,MANKIND25NOV252800PE,101213
NFO,OPTSTK,IRCTC,NFO,IRCTC30SEP25720PE,101233
NFO,OPTSTK,IRCTC,NFO,IRCTC30SEP25740PE,101235
NFO,OPTSTK,IRCTC,NFO,IRCTC30SEP25760CE,101236
NFO,OPTSTK,IRCTC,NFO,IRCTC30SEP25820CE,101242
NFO,OPTSTK,JUBLFOOD,NFO,JUBLFOOD30SEP25630CE,101294
NFO,OPTSTK,JUBLFOOD,NFO,JUBLFOOD30SEP25650CE,101296
NFO,OPTSTK,JUBLFOOD,NFO,JUBLFOOD30SEP25690CE,101300
NFO,OPTSTK,JUBLFOOD,NFO,JUBLFOOD30SEP25710CE,101302
NFO,OPTSTK,IREDA,NFO,IREDA30SEP25150CE,101382
NFO,OPTSTK,MARICO,NFO,MARICO25NOV25740PE,101523
NFO,OPTSTK,MARICO,NFO,MARICO25NOV25800PE,101536
NFO,OPTSTK,MARICO,NFO,MARICO25NOV25840PE,101557
NFO,OPTSTK,IRFC,NFO,IRFC30SEP25115PE,101616
NFO,OPTSTK,IRFC,NFO,IRFC30SEP25125PE,101620
NFO,OPTSTK,IRFC,NFO,IRFC30SEP25150PE,101632
NFO,OPTSTK,KALYANKJIL,NFO,KALYANKJIL30SEP25450PE,101669
NFO,OPTSTK,KALYANKJIL,NFO,KALYANKJIL30SEP25510CE,101686
NFO,OPTSTK,KALYANKJIL,NFO,KALYANKJIL30SEP25630CE,101716
NFO,OPTSTK,KALYANKJIL,NFO,KALYANKJIL28OCT25420PE,101785
NFO,OPTSTK,KALYANKJIL,NFO,KALYANKJIL28OCT25480CE,101805
NFO,OPTSTK,KALYANKJIL,NFO,KALYANKJIL28OCT25480PE,101806
NFO,OPTSTK,KAYNES,NFO,KAYNES30SEP255300PE,101878
NFO,OPTSTK,KAYNES,NFO,KAYNES30SEP255500CE,101879
NFO,OPTSTK,KAYNES,NFO,KAYNES30SEP256100CE,101888
NFO,OPTSTK,KAYNES,NFO,KAYNES30SEP256900CE,101906
NFO,OPTSTK,MARUTI,NFO,MARUTI28OCT2515300PE,101912
NFO,OPTSTK,MARUTI,NFO,MARUTI28OCT2515700CE,101915
NFO,OPTSTK,MARUTI,NFO,MARUTI28OCT2515900PE,101918
NFO,OPTSTK,KAYNES,NFO,KAYNES30SEP257300CE,101940
NFO,OPTSTK,ITC,NFO,ITC30SEP25450PE,101948
NFO,OPTSTK,ITC,NFO,ITC30SEP25460PE,101952
NFO,OPTSTK,KAYNES,NFO,KAYNES28OCT255400PE,102054
NFO,OPTSTK,KAYNES,NFO,KAYNES28OCT255600PE,102056
NFO,OPTSTK,KAYNES,NFO,KAYNES28OCT255800CE,102057
NFO,OPTSTK,KAYNES,NFO,KAYNES28OCT256000PE,102062
NFO,OPTSTK,KAYNES,NFO,KAYNES28OCT256200CE,102065
NFO,OPTSTK,MARUTI,NFO,MARUTI25NOV2515600PE,102111
NFO,OPTSTK,MARUTI,NFO,MARUTI25NOV2515800PE,102113
NFO,OPTSTK,MAXHEALTH,NFO,MAXHEALTH28OCT251060CE,102262
NFO,OPTSTK,MAXHEALTH,NFO,MAXHEALTH28OCT251140PE,102268
NFO,OPTSTK,MAXHEALTH,NFO,MAXHEALTH25NOV251080CE,102320
NFO,OPTSTK,MAXHEALTH,NFO,MAXHEALTH25NOV251280PE,102379
NFO,OPTSTK,MAXHEALTH,NFO,MAXHEALTH25NOV251320CE,102380
NFO,OPTSTK,KEI,NFO,KEI28OCT253800CE,102477
NFO,OPTSTK,KEI,NFO,KEI28OCT254200CE,102493
NFO,OPTSTK,KEI,NFO,KEI28OCT254200PE,102494
NFO,OPTSTK,KEI,NFO,KEI28OCT254400CE,102497
NFO,OPTSTK,KEI,NFO,KEI28OCT254500CE,102499
NFO,OPTSTK,KFINTECH,NFO,KFINTECH30SEP25950CE,102547
NFO,OPTSTK,KFINTECH,NFO,KFINTECH30SEP251050PE,102581
NFO,OPTSTK,JINDALSTEL,NFO,JINDALSTEL30SEP25920PE,102612
NFO,OPTSTK,JINDALSTEL,NFO,JINDALSTEL30SEP25960CE,102619
NFO,OPTSTK,JINDALSTEL,NFO,JINDALSTEL30SEP25960PE,102620
NFO,OPTSTK,JINDALSTEL,NFO,JINDALSTEL30SEP251020CE,102625
NFO,OPTSTK,JINDALSTEL,NFO,JINDALSTEL30SEP251040PE,102628
NFO,OPTSTK,JINDALSTEL,NFO,JINDALSTEL30SEP251060PE,102630
NFO,OPTSTK,MAZDOCK,NFO,MAZDOCK25NOV252600PE,102632
NFO,OPTSTK,MAZDOCK,NFO,MAZDOCK25NOV252800CE,102633
NFO,OPTSTK,JINDALSTEL,NFO,JINDALSTEL30SEP251080PE,102634
NFO,OPTSTK,JINDALSTEL,NFO,JINDALSTEL30SEP251120PE,102640
NFO,OPTSTK,KFINTECH,NFO,KFINTECH28OCT25800PE,102676
NFO,OPTSTK,KFINTECH,NFO,KFINTECH28OCT251300CE,102686
NFO,OPTSTK,KOTAKBANK,NFO,KOTAKBANK30SEP251780PE,102755
NFO,OPTSTK,KOTAKBANK,NFO,KOTAKBANK30SEP251860CE,102758
NFO,OPTSTK,KOTAKBANK,NFO,KOTAKBANK30SEP251940CE,102762
NFO,OPTSTK,MAZDOCK,NFO,MAZDOCK25NOV253400PE,102769
NFO,OPTSTK,KOTAKBANK,NFO,KOTAKBANK30SEP252220CE,102801
NFO,OPTSTK,MCX,NFO,MCX28OCT256900CE,102839
NFO,OPTSTK,MCX,NFO,MCX28OCT257100PE,102842
NFO,OPTSTK,MCX,NFO,MCX28OCT258500PE,102856
NFO,OPTSTK,MCX,NFO,MCX28OCT258700PE,102860
NFO,OPTSTK,JIOFIN,NFO,JIOFIN30SEP25340CE,102900
NFO,OPTSTK,MCX,NFO,MCX25NOV256000CE,103037
NFO,OPTSTK,MCX,NFO,MCX25NOV256400CE,103068
NFO,OPTSTK,MCX,NFO,MCX25NOV256600CE,103070
NFO,OPTSTK,MCX,NFO,MCX25NOV257000PE,103115
NFO,OPTSTK,MCX,NFO,MCX25NOV258400CE,103133
NFO,OPTSTK,KOTAKBANK,NFO,KOTAKBANK28OCT251720CE,103140
NFO,OPTSTK,JSWENERGY,NFO,JSWENERGY30SEP25400CE,103185
NFO,OPTSTK,JSWENERGY,NFO,JSWENERGY30SEP25440PE,103192
NFO,OPTSTK,JSWENERGY,NFO,JSWENERGY30SEP25520PE,103201
NFO,OPTSTK,KOTAKBANK,NFO,KOTAKBANK28OCT252040PE,103218
NFO,OPTSTK,KOTAKBANK,NFO,KOTAKBANK28OCT252200CE,103225
NFO,OPTSTK,KOTAKBANK,NFO,KOTAKBANK28OCT252240PE,103228
NFO,OPTSTK,KPITTECH,NFO,KPITTECH30SEP251140PE,103334
NFO,OPTSTK,KPITTECH,NFO,KPITTECH30SEP251220CE,103344
NFO,OPTSTK,KPITTECH,NFO,KPITTECH30SEP251260PE,103350
NFO,OPTSTK,KPITTECH,NFO,KPITTECH30SEP251300PE,103352
NFO,OPTSTK,KPITTECH,NFO,KPITTECH28OCT251000CE,103407
NFO,OPTSTK,KPITTECH,NFO,KPITTECH28OCT251040PE,103410
NFO,OPTSTK,KPITTECH,NFO,KPITTECH28OCT251080CE,103411
NFO,OPTSTK,KPITTECH,NFO,KPITTECH28OCT251400PE,103454
NFO,OPTSTK,JSWSTEEL,NFO,JSWSTEEL30SEP25940CE,103535
NFO,OPTSTK,JSWSTEEL,NFO,JSWSTEEL30SEP251060CE,103549
NFO,OPTSTK,JSWSTEEL,NFO,JSWSTEEL30SEP251100CE,103553
NFO,OPTSTK,MFSL,NFO,MFSL28OCT251700PE,103637
NFO,OPTSTK,MFSL,NFO,MFSL28OCT251780CE,103640
NFO,OPTSTK,MFSL,NFO,MFSL28OCT251780PE,103641
NFO,OPTSTK,LAURUSLABS,NFO,LAURUSLABS28OCT25780PE,103704
NFO,OPTSTK,LAURUSLABS,NFO,LAURUSLABS28OCT25960PE,103763
NFO,OPTSTK,MFSL,NFO,MFSL25NOV251640PE,103768
NFO,OPTSTK,MFSL,NFO,MFSL25NOV251680CE,103772
NFO,OPTSTK,MFSL,NFO,MFSL25NOV251800CE,103782
NFO,OPTSTK,MOTHERSON,NFO,MOTHERSON28OCT2587.5PE,103832
NFO,OPTSTK,MOTHERSON,NFO,MOTHERSON28OCT25102.5PE,103838
NFO,OPTSTK,LICHSGFIN,NFO,LICHSGFIN30SEP25510PE,103926
NFO,OPTSTK,LICHSGFIN,NFO,LICHSGFIN30SEP25550CE,103931
NFO,OPTSTK,LICHSGFIN,NFO,LICHSGFIN30SEP25630PE,103942
NFO,OPTSTK,MOTHERSON,NFO,MOTHERSON25NOV2585PE,103985
NFO,OPTSTK,LICHSGFIN,NFO,LICHSGFIN30SEP25650PE,104023
NFO,OPTSTK,JUBLFOOD,NFO,JUBLFOOD30SEP25520PE,104037
NFO,OPTSTK,JUBLFOOD,NFO,JUBLFOOD30SEP25560CE,104040
NFO,OPTSTK,JUBLFOOD,NFO,JUBLFOOD30SEP25680CE,104052
NFO,OPTSTK,MPHASIS,NFO,MPHASIS25NOV253000CE,104152
NFO,OPTSTK,MPHASIS,NFO,MPHASIS25NOV252500PE,104137
NFO,OPTSTK,MPHASIS,NFO,MPHASIS25NOV253000PE,104153
NFO,OPTSTK,LICHSGFIN,NFO,LICHSGFIN28OCT25580PE,104234
NFO,OPTSTK,MUTHOOTFIN,NFO,MUTHOOTFIN28OCT252550CE,104297
NFO,OPTSTK,MUTHOOTFIN,NFO,MUTHOOTFIN28OCT252650CE,104299
NFO,OPTSTK,MUTHOOTFIN,NFO,MUTHOOTFIN28OCT252750PE,104302
NFO,OPTSTK,KALYANKJIL,NFO,KALYANKJIL30SEP25420CE,104329
NFO,OPTSTK,LICI,NFO,LICI30SEP25810PE,104332
NFO,OPTSTK,LICI,NFO,LICI30SEP25830PE,104334
NFO,OPTSTK,MUTHOOTFIN,NFO,MUTHOOTFIN25NOV252300PE,104430
NFO,OPTSTK,KALYANKJIL,NFO,KALYANKJIL30SEP25640CE,104441
NFO,OPTSTK,LICI,NFO,LICI30SEP25950CE,104451
NFO,OPTSTK,MUTHOOTFIN,NFO,MUTHOOTFIN25NOV252800CE,104460
NFO,OPTSTK,MUTHOOTFIN,NFO,MUTHOOTFIN25NOV253200CE,104468
NFO,OPTSTK,LICI,NFO,LICI30SEP25970PE,104516
NFO,OPTSTK,LICI,NFO,LICI28OCT25820CE,104584
NFO,OPTSTK,LICI,NFO,LICI28OCT25900PE,104595
NFO,OPTSTK,LICI,NFO,LICI28OCT25940CE,104599
NFO,OPTSTK,NATIONALUM,NFO,NATIONALUM28OCT25185CE,104602
NFO,OPTSTK,LICI,NFO,LICI28OCT25960CE,104606
NFO,OPTSTK,NATIONALUM,NFO,NATIONALUM28OCT25215PE,104611
NFO,OPTSTK,LICI,NFO,LICI28OCT25980PE,104613
NFO,OPTSTK,LICI,NFO,LICI28OCT251000CE,104627
NFO,OPTSTK,LICI,NFO,LICI28OCT251000PE,104628
NFO,OPTSTK,NATIONALUM,NFO,NATIONALUM25NOV25200PE,104722
NFO,OPTSTK,NATIONALUM,NFO,NATIONALUM25NOV25230PE,104728
NFO,OPTSTK,LODHA,NFO,LODHA30SEP251100CE,104770
NFO,OPTSTK,LODHA,NFO,LODHA30SEP251300CE,104782
NFO,OPTSTK,NAUKRI,NFO,NAUKRI28OCT251340CE,104801
NFO,OPTSTK,NAUKRI,NFO,NAUKRI25NOV251480PE,104945
NFO,OPTSTK,NAUKRI,NFO,NAUKRI25NOV251520CE,104946
NFO,OPTSTK,NAUKRI,NFO,NAUKRI25NOV251600PE,104951
NFO,OPTSTK,LODHA,NFO,LODHA28OCT251040CE,104978
NFO,OPTSTK,LODHA,NFO,LODHA28OCT251080CE,104980
NFO,OPTSTK,LODHA,NFO,LODHA28OCT251080PE,104981
NFO,OPTSTK,LODHA,NFO,LODHA28OCT251240CE,105016
NFO,OPTSTK,LODHA,NFO,LODHA28OCT251240PE,105017
NFO,OPTSTK,KEI,NFO,KEI30SEP253400PE,105155
NFO,OPTSTK,KEI,NFO,KEI30SEP253700PE,105161
NFO,OPTSTK,KEI,NFO,KEI30SEP253800PE,105164
NFO,OPTSTK,KEI,NFO,KEI30SEP253900PE,105170
NFO,OPTSTK,KEI,NFO,KEI30SEP254300PE,105191
NFO,OPTSTK,KEI,NFO,KEI30SEP254400PE,105193
NFO,OPTSTK,NBCC,NFO,NBCC25NOV25120CE,105248
NFO,OPTSTK,LT,NFO,LT28OCT253100PE,105300
NFO,OPTSTK,LT,NFO,LT28OCT253500PE,105308
NFO,OPTSTK,NCC,NFO,NCC28OCT25235PE,105320
NFO,OPTSTK,LT,NFO,LT28OCT253600PE,105323
NFO,OPTSTK,LT,NFO,LT28OCT254200CE,105361
NFO,OPTSTK,LTF,NFO,LTF30SEP25197.5PE,105406
NFO,OPTSTK,LTF,NFO,LTF30SEP25207.5PE,105410
NFO,OPTSTK,LTF,NFO,LTF30SEP25212.5PE,105412
NFO,OPTSTK,JINDALSTEL,NFO,JINDALSTEL28OCT25860PE,100075
NFO,OPTSTK,JINDALSTEL,NFO,JINDALSTEL28OCT25900CE,100079
NFO,OPTSTK,JINDALSTEL,NFO,JINDALSTEL28OCT25920CE,100081
NFO,OPTSTK,JINDALSTEL,NFO,JINDALSTEL28OCT251040CE,100095
NFO,OPTSTK,JINDALSTEL,NFO,JINDALSTEL28OCT251080CE,100099
NFO,OPTSTK,JINDALSTEL,NFO,JINDALSTEL28OCT251100PE,100102
NFO,OPTSTK,LTF,NFO,LTF25NOV25190CE,100126
NFO,OPTSTK,LTF,NFO,LTF25NOV25195CE,100130
NFO,OPTSTK,JIOFIN,NFO,JIOFIN30SEP25295CE,100147
NFO,OPTSTK,LTF,NFO,LTF25NOV25205PE,100150
NFO,OPTSTK,JIOFIN,NFO,JIOFIN30SEP25295PE,100151
NFO,OPTSTK,LTF,NFO,LTF25NOV25215CE,100157
NFO,OPTSTK,LTF,NFO,LTF25NOV25245PE,100199
NFO,OPTSTK,LTF,NFO,LTF25NOV25250PE,100201
NFO,OPTSTK,JIOFIN,NFO,JIOFIN28OCT25280CE,100236
NFO,OPTSTK,JIOFIN,NFO,JIOFIN28OCT25330CE,100248
NFO,OPTSTK,JIOFIN,NFO,JIOFIN28OCT25360CE,100254
NFO,OPTSTK,LTIM,NFO,LTIM28OCT255100CE,100280
NFO,OPTSTK,LTIM,NFO,LTIM28OCT255300PE,100283
NFO,OPTSTK,LTIM,NFO,LTIM25NOV255200PE,100340
NFO,OPTSTK,LTIM,NFO,LTIM25NOV255800PE,100346
NFO,OPTSTK,JSWSTEEL,NFO,JSWSTEEL30SEP25970CE,100510
NFO,OPTSTK,JSWSTEEL,NFO,JSWSTEEL30SEP25970PE,100511
NFO,OPTSTK,JSWSTEEL,NFO,JSWSTEEL30SEP251030PE,100519
NFO,OPTSTK,JSWSTEEL,NFO,JSWSTEEL30SEP251090PE,100534
NFO,OPTSTK,JSWSTEEL,NFO,JSWSTEEL30SEP251130CE,100537
NFO,OPTSTK,JSWSTEEL,NFO,JSWSTEEL30SEP251150PE,100540
NFO,OPTSTK,LUPIN,NFO,LUPIN25NOV251680PE,100632
NFO,OPTSTK,LUPIN,NFO,LUPIN25NOV251960CE,100658
NFO,OPTSTK,IOC,NFO,IOC30SEP25152CE,100673
NFO,OPTSTK,LUPIN,NFO,LUPIN25NOV252080CE,100689
NFO,OPTSTK,M&M,NFO,M&M28OCT253250PE,100816
NFO,OPTSTK,M&M,NFO,M&M25NOV252900PE,100860
NFO,OPTSTK,M&M,NFO,M&M25NOV253200CE,100865
NFO,OPTSTK,M&M,NFO,M&M25NOV253200PE,100866
NFO,OPTSTK,M&M,NFO,M&M25NOV253500PE,100872
NFO,OPTSTK,JSWSTEEL,NFO,JSWSTEEL28OCT251000CE,100994
NFO,OPTSTK,JSWSTEEL,NFO,JSWSTEEL28OCT251000PE,100995
NFO,OPTSTK,MANAPPURAM,NFO,MANAPPURAM25NOV25230PE,101004
NFO,OPTSTK,MANKIND,NFO,MANKIND28OCT252650PE,101153
NFO,OPTSTK,MANKIND,NFO,MANKIND28OCT252750CE,101154
NFO,OPTSTK,MANKIND,NFO,MANKIND25NOV252600CE,101190
NFO,OPTSTK,MANKIND,NFO,MANKIND25NOV252800CE,101212
NFO,OPTSTK,IRCTC,NFO,IRCTC30SEP25800PE,101241
NFO,OPTSTK,IRCTC,NFO,IRCTC30SEP25840PE,101247
NFO,OPTSTK,IRCTC,NFO,IRCTC30SEP25860PE,101249
NFO,OPTSTK,JUBLFOOD,NFO,JUBLFOOD30SEP25570CE,101287
NFO,OPTSTK,JUBLFOOD,NFO,JUBLFOOD30SEP25590CE,101290
NFO,OPTSTK,JUBLFOOD,NFO,JUBLFOOD30SEP25710PE,101303
NFO,OPTSTK,IREDA,NFO,IREDA30SEP25120CE,101376
NFO,OPTSTK,IREDA,NFO,IREDA30SEP25170CE,101386
NFO,OPTSTK,IREDA,NFO,IREDA30SEP25180PE,101389
NFO,OPTSTK,MARICO,NFO,MARICO28OCT25670CE,101396
NFO,OPTSTK,MARICO,NFO,MARICO28OCT25750PE,101405
NFO,OPTSTK,MARICO,NFO,MARICO25NOV25700PE,101514
NFO,OPTSTK,MARICO,NFO,MARICO25NOV25880PE,101561
NFO,OPTSTK,JUBLFOOD,NFO,JUBLFOOD28OCT25540CE,101572
NFO,OPTSTK,JUBLFOOD,NFO,JUBLFOOD28OCT25620PE,101582
NFO,OPTSTK,JUBLFOOD,NFO,JUBLFOOD28OCT25700PE,101602
NFO,OPTSTK,JUBLFOOD,NFO,JUBLFOOD28OCT25720PE,101604
NFO,OPTSTK,KALYANKJIL,NFO,KALYANKJIL30SEP25570PE,101699
NFO,OPTSTK,JUBLFOOD,NFO,JUBLFOOD28OCT25740PE,101629
NFO,OPTSTK,KALYANKJIL,NFO,KALYANKJIL28OCT25440CE,101789
NFO,OPTSTK,KALYANKJIL,NFO,KALYANKJIL28OCT25520CE,101811
NFO,OPTSTK,KALYANKJIL,NFO,KALYANKJIL28OCT25580PE,101820
NFO,OPTSTK,ITC,NFO,ITC30SEP25440PE,101946
NFO,OPTSTK,KAYNES,NFO,KAYNES28OCT256000CE,102061
NFO,OPTSTK,KEI,NFO,KEI30SEP253750CE,102201
NFO,OPTSTK,KAYNES,NFO,KAYNES28OCT256200PE,102066
NFO,OPTSTK,KAYNES,NFO,KAYNES28OCT256800PE,102143
NFO,OPTSTK,KEI,NFO,KEI30SEP253750PE,102202
NFO,OPTSTK,KEI,NFO,KEI30SEP253950CE,102208
NFO,OPTSTK,KEI,NFO,KEI30SEP254150CE,102238
NFO,OPTSTK,MAXHEALTH,NFO,MAXHEALTH28OCT251180CE,102269
NFO,OPTSTK,MAXHEALTH,NFO,MAXHEALTH25NOV251240PE,102334
NFO,OPTSTK,KEI,NFO,KEI28OCT254300CE,102495
NFO,OPTSTK,KEI,NFO,KEI28OCT254400PE,102498
NFO,OPTSTK,MAZDOCK,NFO,MAZDOCK25NOV252200CE,102595
NFO,OPTSTK,JINDALSTEL,NFO,JINDALSTEL30SEP25880CE,102607
NFO,OPTSTK,JINDALSTEL,NFO,JINDALSTEL30SEP25880PE,102608
NFO,OPTSTK,KFINTECH,NFO,KFINTECH30SEP251150CE,102636
NFO,OPTSTK,KFINTECH,NFO,KFINTECH28OCT25900PE,102678
NFO,OPTSTK,KFINTECH,NFO,KFINTECH28OCT251000PE,102680
NFO,OPTSTK,MAZDOCK,NFO,MAZDOCK25NOV253200PE,102721
NFO,OPTSTK,KOTAKBANK,NFO,KOTAKBANK30SEP251900CE,102760
NFO,OPTSTK,KOTAKBANK,NFO,KOTAKBANK30SEP252060PE,102790
NFO,OPTSTK,KOTAKBANK,NFO,KOTAKBANK30SEP252100CE,102791
NFO,OPTSTK,MCX,NFO,MCX28OCT256700CE,102837
NFO,OPTSTK,MCX,NFO,MCX28OCT257500CE,102845
NFO,OPTSTK,JIOFIN,NFO,JIOFIN30SEP25280CE,102873
NFO,OPTSTK,JIOFIN,NFO,JIOFIN30SEP25330CE,102892
NFO,OPTSTK,JIOFIN,NFO,JIOFIN30SEP25360CE,102922
NFO,OPTSTK,JIOFIN,NFO,JIOFIN30SEP25360PE,102923
NFO,OPTSTK,MCX,NFO,MCX25NOV257400PE,103124
NFO,OPTSTK,MCX,NFO,MCX25NOV258000PE,103130
NFO,OPTSTK,MCX,NFO,MCX25NOV258400PE,103134
NFO,OPTSTK,KOTAKBANK,NFO,KOTAKBANK28OCT251720PE,103141
NFO,OPTSTK,KOTAKBANK,NFO,KOTAKBANK28OCT251800CE,103148
NFO,OPTSTK,KOTAKBANK,NFO,KOTAKBANK28OCT251960CE,103178
NFO,OPTSTK,JSWENERGY,NFO,JSWENERGY30SEP25400PE,103186
NFO,OPTSTK,JSWENERGY,NFO,JSWENERGY30SEP25460PE,103195
NFO,OPTSTK,JSWENERGY,NFO,JSWENERGY30SEP25520CE,103200
NFO,OPTSTK,KPITTECH,NFO,KPITTECH30SEP251180CE,103335
NFO,OPTSTK,KPITTECH,NFO,KPITTECH28OCT251280PE,103438
NFO,OPTSTK,KPITTECH,NFO,KPITTECH28OCT251320CE,103439
NFO,OPTSTK,JSWSTEEL,NFO,JSWSTEEL30SEP25920PE,103534
NFO,OPTSTK,JSWSTEEL,NFO,JSWSTEEL30SEP251000PE,103544
NFO,OPTSTK,LAURUSLABS,NFO,LAURUSLABS30SEP25890PE,103572
NFO,OPTSTK,JSWSTEEL,NFO,JSWSTEEL30SEP251200PE,103664
NFO,OPTSTK,MFSL,NFO,MFSL25NOV251360PE,103745
NFO,OPTSTK,MFSL,NFO,MFSL25NOV251440CE,103748
NFO,OPTSTK,MFSL,NFO,MFSL25NOV251520CE,103756
NFO,OPTSTK,MFSL,NFO,MFSL25NOV251440PE,103749
NFO,OPTSTK,MFSL,NFO,MFSL25NOV251480CE,103752
NFO,OPTSTK,MFSL,NFO,MFSL25NOV251520PE,103757
NFO,OPTSTK,MFSL,NFO,MFSL25NOV251560PE,103759
NFO,OPTSTK,MFSL,NFO,MFSL25NOV251840PE,103785
NFO,OPTSTK,MOTHERSON,NFO,MOTHERSON28OCT2597.5PE,103836
NFO,OPTSTK,LICHSGFIN,NFO,LICHSGFIN30SEP25570PE,103936
NFO,OPTSTK,JUBLFOOD,NFO,JUBLFOOD30SEP25520CE,104033
NFO,OPTSTK,JUBLFOOD,NFO,JUBLFOOD30SEP25600CE,104044
NFO,OPTSTK,JUBLFOOD,NFO,JUBLFOOD30SEP25640CE,104048
NFO,OPTSTK,JUBLFOOD,NFO,JUBLFOOD30SEP25660PE,104051
NFO,OPTSTK,JUBLFOOD,NFO,JUBLFOOD30SEP25720CE,104062
NFO,OPTSTK,MPHASIS,NFO,MPHASIS28OCT252550CE,104070
NFO,OPTSTK,MPHASIS,NFO,MPHASIS28OCT252650CE,104092
NFO,OPTSTK,MPHASIS,NFO,MPHASIS28OCT253050PE,104105
NFO,OPTSTK,LICHSGFIN,NFO,LICHSGFIN28OCT25600PE,104236
NFO,OPTSTK,LICHSGFIN,NFO,LICHSGFIN28OCT25640CE,104239
